id_Client,id_Localisation,id_typecard,Balance,EstimatedSalary,Point_Earned,Exited,Complain,Satisfaction_Score
15648075,19997,19998,170935.94,173179.8,983,1,1,5
15586970,19997,19998,103023.26,22485.64,282,0,0,2
15625698,19985,19996,0.0,196668.52,888,0,0,5
15790497,19985,19996,0.0,136506.86,717,0,0,3
15682618,19999,20000,111855.04,36278.89,467,0,0,1
15762937,19997,19994,140348.56,163254.39,707,0,0,1
15750929,19985,20000,0.0,99654.13,876,0,0,4
15729832,19999,20000,145512.84,20207.02,783,0,0,5
15633650,19997,20000,146720.98,4195.84,562,0,0,3
15748856,19999,20000,107209.73,112340.2,739,0,0,2
15589195,19997,19998,130933.74,2035.94,436,0,0,4
15699911,19985,19996,0.0,132295.95,963,0,0,3
15663438,19985,20000,89772.3,177383.69,663,1,1,5
15692583,19999,19998,0.0,90284.47,783,0,0,2
15591257,19999,19998,0.0,61349.37,612,0,0,4
15646513,19999,19998,0.0,196466.83,534,1,1,1
15708063,19999,19994,100749.5,70758.37,291,1,1,2
15696098,19999,19994,0.0,13892.57,433,0,0,1
15645517,19985,19998,0.0,9684.52,793,0,0,1
15649744,19999,19996,123981.31,40546.15,351,0,0,5
15604304,19997,19994,91622.42,136603.42,714,0,0,5
15784092,19999,20000,126195.81,133172.48,549,0,0,1
15585198,19999,19998,94267.9,152821.12,831,1,1,5
15624347,19999,19996,0.0,147715.83,771,0,0,5
15621687,19999,20000,0.0,43169.15,505,0,0,2
15689081,19999,19994,0.0,76755.99,686,1,1,3
15813168,19997,19996,100717.85,73406.04,439,1,1,1
15604295,19999,19998,0.0,176728.28,894,0,0,4
15724127,19999,20000,141581.7,98309.27,320,0,0,3
15673055,19985,19994,0.0,6203.66,527,0,0,3
15768201,19999,20000,148586.64,176791.27,373,0,0,2
15782219,19985,20000,0.0,50679.48,242,0,0,3
15746410,19985,19994,0.0,150580.88,716,0,0,1
15780144,19997,19994,123403.85,80120.19,798,0,0,2
15590476,19999,19996,0.0,151645.95,553,0,0,4
15624293,19999,19998,106511.85,55072.32,478,0,0,5
15618182,19999,19994,0.0,115068.99,223,0,0,1
15660316,19997,20000,135549.9,149471.12,974,1,1,3
15678886,19997,19998,110555.37,46522.68,320,0,0,4
15616330,19999,19994,0.0,189995.86,511,0,0,2
15592229,19999,19994,185891.55,46369.57,544,1,1,4
15798424,19997,19996,130854.59,30722.52,504,1,1,2
15714750,19999,20000,92578.14,70810.6,962,0,0,5
15648800,19997,19998,132312.06,106663.46,269,1,1,2
15626147,19999,19998,144976.5,175836.03,836,1,1,1
15626608,19985,19996,87070.23,85646.41,523,0,0,3
15723250,19999,19996,0.0,101485.72,427,0,0,4
15592583,19999,19998,115414.19,191734.67,611,1,1,3
15759381,19985,20000,91070.43,101839.77,647,0,0,2
15585241,19985,20000,117412.19,4888.91,565,0,0,1
15589358,19997,19994,90018.45,193132.98,795,0,0,2
15672704,19999,19998,0.0,193518.77,507,0,0,1
15789955,19997,20000,112414.81,93982.02,257,1,1,4
15596800,19997,19994,158456.77,197000.92,274,1,1,5
15627305,19985,19996,0.0,106837.06,418,1,1,5
15645316,19997,19998,149641.53,115161.28,405,0,0,5
15593973,19985,19996,122528.18,196260.3,261,0,0,4
15647301,19997,19996,143734.02,96404.38,816,0,0,2
15750258,19999,19996,155663.31,97658.66,655,0,0,2
15685309,19999,19996,0.0,49108.23,335,1,1,1
15628205,19997,19996,101736.66,195651.66,696,0,0,1
15733974,19985,19994,125822.21,111698.0,266,0,0,5
15762110,19999,19998,0.0,171707.94,668,0,0,4
15706899,19999,19998,0.0,66721.98,784,0,0,2
15732660,19999,19996,0.0,57876.05,801,0,0,4
15656121,19997,19996,157791.06,177994.81,845,0,0,5
15614220,19999,19998,0.0,105125.65,950,0,0,5
15645269,19999,20000,0.0,17439.66,322,0,0,5
15698510,19997,19994,181627.14,172668.39,506,0,0,1
15569247,19985,19996,109679.72,753.37,841,0,0,5
15566251,19999,20000,96652.86,98686.4,383,1,1,3
15716134,19999,19998,190008.31,107047.92,486,0,0,4
15763625,19985,19998,0.0,152153.73,987,0,0,4
15605965,19999,19998,0.0,34338.04,649,0,0,4
15694821,19997,19998,148962.77,173878.88,873,1,1,3
15601688,19999,19998,0.0,159254.3,715,0,0,2
15575581,19997,19994,131344.52,54776.64,636,0,0,2
15671209,19997,19998,101713.84,134594.98,490,0,0,2
15616529,19985,19998,0.0,41724.72,474,0,0,2
15773906,19999,19998,0.0,110527.71,437,0,0,1
15722993,19999,19998,137963.06,8996.79,781,0,0,1
15752463,19985,19998,129938.07,190200.53,708,0,0,1
15589754,19997,19998,151421.44,115333.43,388,0,0,2
15669899,19997,19994,135643.0,143619.52,265,1,1,3
15766887,19985,19994,122773.5,58467.08,419,0,0,5
15768006,19999,19994,152303.8,12128.69,980,0,0,2
15741295,19999,19998,0.0,49872.33,678,0,0,5
15811327,19985,19994,79415.67,139735.55,546,0,0,5
15690007,19997,19994,125801.03,60891.8,690,1,1,2
15690664,19985,19996,0.0,100862.54,829,0,0,3
15719348,19999,19998,0.0,76640.29,276,1,1,4
15781802,19999,19998,104817.41,126013.58,224,1,1,1
15752731,19999,19996,0.0,87347.82,437,0,0,3
15600997,19997,19994,67495.04,77370.37,885,0,0,4
15750776,19999,19994,164850.55,62722.44,377,0,0,1
15723907,19997,19994,154776.42,196257.69,822,0,0,3
15633419,19997,19998,143124.62,81723.8,295,0,0,4
15702430,19999,19996,0.0,31299.71,638,0,0,5
15710456,19999,20000,0.0,63495.86,377,0,0,3
15650351,19999,19996,102133.38,166520.95,795,0,0,3
15590820,19985,19996,79932.41,150242.44,874,0,0,4
15640454,19997,20000,120711.73,27345.18,709,1,1,1
15697789,19997,19994,122717.53,87000.39,323,0,0,2
15808182,19985,20000,92363.3,44912.7,480,0,0,4
15588670,19985,20000,203715.16,179978.69,801,1,1,2
15721292,19985,19996,0.0,145759.7,337,0,0,1
15604217,19999,19996,0.0,14121.61,616,0,0,3
15651369,19999,19998,0.0,66232.23,775,0,0,3
15782454,19999,19996,0.0,190296.77,759,1,1,1
15814032,19997,19994,93460.47,172782.69,597,0,0,5
15570326,19999,20000,0.0,99128.13,248,0,0,3
15624428,19997,19994,40224.7,178341.33,842,0,0,4
15755638,19999,19998,168069.73,146992.23,732,1,1,4
15600992,19999,19994,0.0,151314.98,946,0,0,1
15755649,19997,19998,130538.77,92915.84,236,0,0,3
15795228,19999,19998,132623.6,58974.0,677,0,0,1
15589257,19999,19996,103465.02,174627.06,671,0,0,3
15719302,19999,19994,126547.8,79579.94,357,1,1,1
15639882,19999,19994,128262.72,50771.16,791,0,0,2
15791279,19999,19998,169742.64,153537.55,840,1,1,4
15636935,19999,19996,0.0,132975.39,779,0,0,2
15686909,19997,19998,150795.81,85208.93,291,0,0,3
15589572,19985,19996,129855.72,170214.81,766,1,1,4
15779947,19985,19996,146098.44,100615.14,324,1,1,2
15573769,19999,19996,0.0,186105.98,410,0,0,1
15578866,19999,19994,0.0,55119.53,679,0,0,1
15739131,19997,19998,65643.3,28760.99,887,0,0,5
15813444,19985,19994,0.0,171021.44,360,0,0,4
15678058,19999,19998,104584.16,176678.72,565,0,0,4
15769169,19999,19996,0.0,28667.56,892,0,0,1
15804602,19997,19994,99785.28,197238.03,410,0,0,3
15651052,19997,19994,127655.22,139994.69,475,1,1,5
15724334,19999,19994,0.0,151169.83,588,0,0,5
15569451,19999,19994,101257.16,118113.64,900,0,0,4
15650098,19999,19998,0.0,34453.17,777,0,0,4
15724307,19999,20000,121313.88,64872.33,908,0,0,3
15599268,19985,19994,0.0,10956.82,735,0,0,1
15594864,19997,19996,81523.38,36885.85,403,0,0,1
15616451,19999,20000,128252.66,168053.4,281,0,0,1
15715667,19999,19998,0.0,155227.0,990,0,0,1
15658969,19999,19996,0.0,38409.79,631,1,1,2
15738174,19999,19998,0.0,75279.39,923,0,0,1
15813590,19985,20000,0.0,158302.6,237,1,1,5
15624229,19999,19998,0.0,11525.72,988,0,0,1
15674148,19985,19994,0.0,94993.04,266,1,1,4
15625080,19985,19998,0.0,173912.3,447,1,1,1
15682528,19999,19996,0.0,41139.05,404,0,0,4
15696900,19997,19996,145541.56,58019.95,701,0,0,1
15730038,19999,19998,0.0,164128.4,620,1,1,2
15812272,19997,19996,124601.58,46998.13,408,1,1,2
15654654,19997,19994,115182.84,177279.4,470,0,0,2
15697625,19999,19998,163789.48,75832.53,340,0,0,3
15616280,19999,19996,65733.41,61094.53,942,0,0,2
15654229,19985,19996,0.0,30117.44,788,0,0,3
15628298,19985,19996,128486.11,179227.12,641,0,0,4
15733387,19985,19996,109663.47,52110.45,416,0,0,1
15775572,19997,20000,88324.31,75248.75,319,0,0,1
15613844,19999,19998,146445.23,184317.73,743,0,0,1
15578515,19999,19996,0.0,158553.1,804,0,0,5
15607598,19985,19996,0.0,95686.42,609,0,0,4
15742480,19997,19998,109949.05,71682.54,826,0,0,1
15749482,19985,20000,78653.05,1790.48,949,0,0,2
15607537,19997,19996,107850.82,139431.0,744,1,1,3
15575410,19997,19994,83765.35,118358.54,609,0,0,3
15684865,19999,20000,143773.06,130827.88,625,0,0,2
15600700,19997,20000,116227.27,119404.63,738,0,0,5
15774155,19997,20000,103471.52,162703.0,243,0,0,3
15634267,19999,19998,0.0,172665.2,594,0,0,3
15619626,19999,19994,137492.34,170142.1,642,0,0,3
15660422,19999,19998,0.0,73977.23,688,0,0,1
15617934,19999,19998,129829.59,60906.12,725,0,0,5
15760774,19999,19994,146329.56,194867.27,398,0,0,5
15813132,19997,19998,114027.7,193716.56,597,0,0,2
15593331,19997,20000,146580.69,14633.35,459,0,0,4
15616709,19997,20000,132122.42,31730.32,916,0,0,5
15658052,19999,19996,81553.93,20063.63,780,1,1,1
15721189,19999,19998,0.0,99792.82,545,0,0,5
15711288,19999,20000,0.0,37654.31,572,0,0,2
15770030,19985,19996,0.0,192449.02,731,0,0,4
15803681,19999,20000,0.0,181208.47,1000,0,0,2
15702789,19997,20000,175214.7,155165.61,574,0,0,5
15814930,19997,19996,125534.51,121504.18,801,1,1,5
15658306,19999,19998,97705.99,61569.07,949,0,0,1
15699523,19997,19994,126817.65,123269.71,390,0,0,5
15610383,19999,20000,46870.43,31272.14,826,1,1,1
15615032,19985,19996,0.0,62825.03,591,0,0,2
15781989,19999,19994,120094.93,184056.45,668,0,0,5
15647402,19999,19998,0.0,48924.73,914,0,0,3
15740494,19999,19994,0.0,191111.02,674,0,0,5
15701265,19997,19998,104356.94,54184.06,969,0,0,5
15743532,19997,19996,147004.34,64381.33,828,1,1,4
15794870,19997,19998,73023.17,78770.86,353,0,0,5
15747591,19985,19994,173432.55,116766.79,870,0,0,5
15726557,19999,19998,165679.92,32916.29,717,0,0,3
15732199,19985,19996,104678.62,50972.6,263,0,0,2
15662291,19999,19994,116973.26,122066.5,840,1,1,1
15749050,19999,19996,0.0,65996.9,409,0,0,5
15781586,19997,20000,126732.85,79577.38,644,0,0,2
15617078,19999,19996,148481.1,130529.13,940,0,0,4
15723339,19999,19994,137654.05,172629.67,326,0,0,2
15671322,19997,19996,115315.04,15216.53,985,0,0,1
15793854,19999,20000,99095.73,17512.53,505,0,0,3
15756539,19997,19998,165610.4,131852.02,791,0,0,1
15612064,19999,20000,0.0,181945.52,454,1,1,1
15625916,19985,19996,161628.66,91482.5,561,0,0,5
15683195,19999,19998,146605.27,77119.45,603,0,0,2
15690182,19997,19994,113488.68,95611.74,969,1,1,1
15721719,19999,19994,77002.2,80428.42,993,0,0,2
15641690,19985,19996,0.0,163714.92,444,0,0,1
15634896,19999,19998,0.0,27375.15,843,0,0,5
15671590,19985,19996,0.0,73873.65,234,0,0,5
15779182,19985,19998,182364.53,139266.48,661,1,1,2
15778287,19999,19996,0.0,131772.52,574,0,0,5
15609510,19999,19996,149364.58,173454.06,263,0,0,5
15742229,19999,19998,127450.14,67552.71,992,0,0,2
15658532,19985,19996,162278.31,34765.33,998,0,0,5
15590993,19985,19996,152212.88,120219.14,299,0,0,3
15565701,19985,20000,161993.89,90212.38,515,0,0,3
15597239,19985,20000,131468.44,164975.81,668,0,0,1
15688880,19997,19996,102980.44,1285.81,568,1,1,2
15813917,19997,20000,143321.97,83679.46,495,0,0,3
15679611,19985,20000,130404.92,34548.74,434,0,0,2
15636589,19999,19998,0.0,74275.08,266,0,0,2
15687752,19999,20000,87505.47,7278.57,893,0,0,2
15584363,19999,19994,133634.02,162053.92,977,0,0,1
15737748,19985,19994,151233.62,199336.62,472,0,0,5
15803365,19985,19998,70263.83,62347.71,644,0,0,1
15793247,19999,19998,0.0,91711.66,949,0,0,1
15572360,19999,19998,57657.49,79240.9,905,0,0,3
15795166,19997,20000,153572.31,76679.6,594,0,0,3
15724620,19999,19996,134752.08,162511.55,710,0,0,2
15800856,19985,20000,83132.09,21360.88,893,0,0,2
15671097,19999,19994,0.0,54487.43,221,0,0,3
15683930,19997,20000,134096.53,53931.05,620,1,1,3
15749004,19999,19998,118100.59,103165.15,870,0,0,4
15800434,19997,19998,76915.4,146359.81,488,1,1,2
15709117,19985,19996,81576.75,28370.95,621,1,1,1
15638806,19985,19996,0.0,10023.15,553,0,0,3
15662294,19999,19998,118327.17,192928.81,809,0,0,1
15690079,19985,20000,124857.69,50485.7,650,0,0,2
15759317,19997,19998,90971.85,131662.47,744,0,0,3
15750497,19999,19998,153147.75,152235.3,867,0,0,5
15596181,19999,19994,65942.26,68093.23,258,1,1,4
15576602,19999,20000,0.0,80061.31,533,0,0,3
15644833,19999,19996,0.0,149583.67,752,1,1,5
15734634,19985,19998,100912.19,7631.27,908,0,0,4
15808689,19999,19994,0.0,33082.81,898,0,0,1
15720702,19999,19996,0.0,121883.87,259,1,1,4
15665077,19999,19996,0.0,100722.72,858,1,1,1
15763612,19997,19994,124439.49,47093.11,938,0,0,4
15596493,19999,20000,0.0,177624.02,517,0,0,1
15704483,19999,19994,0.0,106149.48,437,0,0,3
15598846,19999,19994,58781.76,16874.92,785,0,0,3
15629244,19985,19996,159453.64,54560.79,997,1,1,3
15765537,19997,19998,142721.52,153605.75,334,0,0,5
15729975,19999,20000,167795.6,44390.38,411,0,0,2
15682773,19999,19996,128345.69,63218.85,608,0,0,2
15688007,19985,19998,165260.98,41626.78,751,0,0,5
15574331,19997,20000,118233.81,24765.53,376,1,1,3
15645572,19999,19994,0.0,28280.8,744,1,1,2
15742854,19985,19998,0.0,89043.19,429,0,0,1
15575417,19997,19994,143452.73,17294.12,923,0,0,1
15796721,19999,19996,145018.48,126702.41,598,0,0,2
15734942,19997,19996,82407.51,13123.41,327,0,0,2
15664772,19997,19994,79460.98,167973.62,232,0,0,3
15576683,19985,19994,0.0,125870.79,805,1,1,1
15682563,19985,19996,126473.99,91972.49,696,0,0,1
15650889,19997,19994,133537.1,155593.73,464,0,0,1
15612108,19999,19994,164978.02,67788.49,482,0,0,3
15761132,19985,19998,128029.72,62615.35,586,0,0,3
15645511,19985,19998,97403.18,107415.02,612,1,1,1
15609824,19999,19998,176845.4,166526.27,226,1,1,5
15640268,19985,20000,0.0,120107.1,305,0,0,3
15645778,19985,19998,81589.04,188227.8,984,0,0,2
15691104,19997,19996,119507.58,91560.63,766,1,1,5
15714567,19985,19996,0.0,166495.2,634,0,0,5
15777826,19999,19998,94443.77,165614.4,606,0,0,2
15668445,19999,19996,0.0,86372.24,942,0,0,5
15576162,19999,19996,92199.84,2755.53,721,0,0,3
15778135,19985,20000,0.0,83594.51,600,0,0,5
15613141,19999,19996,135756.95,103706.41,801,0,0,2
15635435,19999,19996,120633.42,5924.38,425,1,1,4
15596552,19997,19996,134542.73,58203.67,351,1,1,4
15623644,19985,19994,0.0,49361.84,429,0,0,5
15683403,19985,19994,0.0,73585.18,380,1,1,2
15615029,19985,19998,0.0,95135.27,593,0,0,1
15769005,19999,20000,154344.48,38794.57,330,0,0,2
15746326,19999,19994,0.0,198926.36,785,0,0,3
15722364,19999,19998,189026.53,56099.86,616,0,0,3
15704954,19999,19996,120764.08,117023.08,389,0,0,2
15694409,19997,20000,97975.82,62083.0,299,0,0,5
15754068,19999,20000,0.0,141822.8,434,0,0,4
15683841,19997,19996,113270.2,185387.14,398,0,0,1
15789095,19985,19994,0.0,57461.13,368,0,0,5
15719958,19997,20000,124548.99,120380.12,243,0,0,2
15689514,19999,19998,201696.06,133020.9,538,1,1,4
15621353,19985,20000,0.0,13589.93,318,0,0,4
15627232,19997,19994,114203.47,77830.36,268,1,1,4
15745843,19985,19994,0.0,136610.02,840,0,0,5
15722902,19997,20000,125437.64,17160.94,765,1,1,1
15791767,19999,19998,0.0,176843.53,667,0,0,1
15792722,19999,19996,64897.75,114996.33,692,0,0,4
15723006,19999,20000,0.0,196990.8,821,0,0,1
15771942,19997,19994,135555.66,133146.03,764,1,1,4
15774738,19999,19998,107764.75,185667.72,582,0,0,4
15574004,19999,20000,117307.44,24020.49,985,0,0,4
15587233,19999,20000,73700.12,185750.02,310,1,1,5
15808228,19985,20000,60603.4,178045.97,570,0,0,4
15682834,19985,19998,40169.88,199857.47,484,0,0,5
15571752,19997,19996,92041.87,43595.9,995,0,0,2
15743067,19997,19994,130483.95,122810.53,343,0,0,3
15714466,19999,19998,0.0,3440.47,994,1,1,1
15617982,19985,19994,0.0,35989.41,465,0,0,3
15696637,19999,19998,151097.28,17163.75,841,0,0,2
15690647,19985,19996,67563.31,44506.09,454,1,1,1
15672756,19999,19996,112808.18,17848.3,565,0,0,1
15704586,19999,19996,0.0,76209.56,430,0,0,2
15674526,19999,20000,86459.8,141476.56,279,0,0,5
15775295,19999,20000,118633.08,60032.46,475,1,1,4
15684196,19999,20000,159441.27,100686.11,485,1,1,3
15727281,19999,19998,0.0,96429.29,834,0,0,3
15787835,19997,19998,125212.65,15795.88,332,1,1,2
15730540,19985,20000,88656.37,116547.31,618,0,0,4
15646276,19999,19996,146033.62,191260.73,360,0,0,5
15582180,19999,19998,120268.13,173870.39,566,0,0,5
15697095,19985,19998,0.0,117273.35,946,0,0,2
15748797,19985,19996,0.0,92277.47,618,1,1,2
15754796,19997,19994,135070.58,44244.49,400,1,1,2
15628947,19999,19998,0.0,78133.48,724,1,1,5
15775546,19985,19994,0.0,103402.88,584,0,0,1
15670481,19999,19998,122550.05,137835.81,807,0,0,2
15619029,19985,19998,0.0,20670.1,540,0,0,5
15613282,19999,19998,130306.49,77469.38,889,0,0,1
15721487,19999,19996,0.0,57572.38,746,0,0,2
15797276,19985,19994,90350.77,75884.65,709,1,1,3
15612494,19999,19994,128747.69,146955.7,981,1,1,1
15629617,19985,19998,126873.52,67040.12,628,0,0,4
15600821,19999,19994,108424.19,178418.34,260,0,0,1
15579062,19999,20000,0.0,30807.02,263,0,0,4
15814268,19999,19998,84350.07,143835.77,580,0,0,2
15710164,19999,20000,0.0,130883.9,566,1,1,5
15693904,19997,19998,84958.6,194343.72,987,0,0,2
15588986,19997,19994,99097.36,9796.69,712,0,0,4
15797733,19997,19994,136622.55,47310.24,303,0,0,3
15620507,19997,19994,156771.69,141148.2,644,0,0,5
15685150,19997,20000,167658.33,111138.25,938,0,0,5
15667651,19985,19994,0.0,114182.07,779,0,0,4
15774166,19997,19998,109483.54,127560.77,260,0,0,3
15649280,19997,19994,134504.78,18082.06,257,0,0,5
15705657,19999,19994,114427.86,136330.27,948,0,0,1
15753969,19985,19996,83888.54,34121.81,559,0,0,3
15742378,19997,20000,110029.77,56246.69,483,0,0,4
15794874,19985,20000,127523.75,191417.42,824,0,0,1
15589221,19997,19996,139762.12,23317.88,731,0,0,5
15596671,19985,20000,91611.12,144675.3,416,1,1,3
15583668,19999,19998,109471.79,175161.05,899,0,0,5
15710206,19999,20000,150500.64,14928.8,733,0,0,1
15799966,19997,20000,101609.77,161479.19,779,1,1,5
15794560,19999,19994,0.0,133501.94,484,0,0,5
15626485,19999,19996,78892.23,23703.52,876,0,0,1
15703143,19999,19998,82344.84,115985.38,816,0,0,2
15809772,19999,19996,0.0,43229.2,487,0,0,4
15687959,19985,19994,0.0,94862.93,920,0,0,4
15585282,19999,20000,127706.33,142377.69,673,0,0,2
15714993,19999,20000,124349.34,135635.25,539,0,0,3
15596021,19985,19996,0.0,148487.9,909,0,0,4
15646615,19997,19998,119336.29,58976.85,592,0,0,1
15742632,19999,20000,0.0,76254.83,761,0,0,3
15574068,19997,19998,104217.3,55857.48,359,1,1,4
15806967,19999,20000,0.0,77867.23,656,0,0,1
15796334,19997,20000,144757.02,22878.16,254,1,1,4
15688713,19985,19996,0.0,114469.55,258,0,0,5
15796179,19999,19996,0.0,96754.8,309,0,0,1
15598751,19999,19998,0.0,125154.57,877,1,1,4
15703019,19999,19996,0.0,113597.64,691,0,0,4
15646302,19999,19996,100169.51,121408.55,566,0,0,1
15680855,19999,19996,145731.83,109219.43,721,0,0,4
15697311,19985,20000,110802.03,50230.31,238,1,1,1
15585367,19997,19996,120392.99,177719.88,594,1,1,5
15726556,19997,19994,135067.52,131211.86,285,0,0,3
15676242,19985,19996,136556.44,82152.83,964,1,1,4
15684198,19999,19996,0.0,216.27,912,0,0,2
15774882,19999,19996,99587.43,1713.1,827,1,1,5
15714227,19999,19994,0.0,136910.19,311,0,0,3
15608653,19985,19998,70731.07,20243.97,773,1,1,2
15784280,19997,19994,109342.82,86043.27,663,0,0,5
15789546,19985,19994,0.0,126561.07,249,0,0,5
15590320,19999,19996,0.0,64350.8,518,0,0,5
15678385,19999,19998,78247.31,10472.31,945,0,0,2
15571778,19999,19998,117561.49,95941.55,226,1,1,3
15657085,19999,19994,88980.32,125222.36,813,0,0,5
15640627,19985,20000,0.0,170950.58,911,0,0,4
15566211,19997,19994,103560.57,236.45,289,1,1,3
15669293,19999,20000,113308.84,31517.16,728,0,0,2
15595067,19985,19994,0.0,181610.6,230,0,0,3
15753566,19999,19998,63763.49,156593.1,411,0,0,1
15650391,19999,20000,169988.34,4272.0,613,0,0,3
15681843,19997,20000,180303.23,163587.9,501,0,0,5
15814846,19999,19996,0.0,175843.69,660,1,1,3
15670374,19997,19994,120656.86,166164.3,991,1,1,3
15762332,19997,19996,61592.14,61796.64,927,0,0,5
15700223,19999,19994,164701.69,21439.49,851,0,0,2
15729956,19985,19996,80780.16,19225.85,457,0,0,2
15594862,19999,19996,0.0,132547.02,498,0,0,4
15598782,19997,19998,154221.38,62688.55,356,0,0,2
15745080,19999,20000,0.0,21760.96,783,0,0,4
15703399,19999,19998,101641.14,154460.69,351,0,0,5
15732175,19999,19996,0.0,8065.0,846,0,0,3
15630725,19999,19998,92786.66,173365.9,919,1,1,1
15640260,19997,19998,131081.66,69428.79,972,0,0,1
15716822,19999,19994,98014.74,12757.14,329,0,0,4
15583748,19985,19998,0.0,180426.2,588,0,0,2
15605968,19999,19994,97460.1,43093.67,241,0,0,5
15790683,19999,20000,104077.19,68594.0,388,0,0,1
15607713,19985,20000,0.0,197996.66,534,0,0,3
15700212,19999,20000,0.0,122953.0,800,1,1,3
15626710,19999,19994,0.0,76821.24,445,0,0,4
15716491,19985,20000,93656.95,141400.52,933,1,1,5
15625824,19985,19996,121345.88,41921.75,317,1,1,2
15617705,19999,19996,141675.23,175664.25,440,0,0,4
15761976,19985,20000,0.0,117916.63,346,0,0,5
15634891,19997,19996,102365.49,194690.77,940,1,1,4
15744517,19985,19994,0.0,166677.34,886,1,1,2
15686963,19985,19998,0.0,160131.58,916,0,0,4
15808189,19999,19994,0.0,123622.0,995,0,0,3
15580845,19997,20000,101868.51,113483.96,911,0,0,4
15799156,19985,20000,0.0,79618.79,225,0,0,1
15694296,19999,20000,112392.45,24472.23,549,0,0,2
15677049,19997,19998,106570.34,177025.8,506,0,0,3
15583595,19999,20000,0.0,103349.74,861,0,0,4
15590146,19999,19998,81947.76,63606.22,912,1,1,1
15801548,19999,19994,144162.3,14490.79,410,0,0,5
15660833,19997,19998,86350.87,105080.53,570,0,0,1
15762277,19999,19994,158623.14,83499.89,720,1,1,2
15791302,19999,20000,0.0,143598.7,870,0,0,4
15798975,19997,19996,132403.56,36091.91,239,1,1,2
15599956,19999,19994,0.0,13007.89,970,0,0,2
15577274,19997,19994,134985.66,6101.41,903,0,0,3
15701200,19999,19994,0.0,48314.0,847,0,0,2
15638149,19999,20000,103772.45,197111.98,391,0,0,3
15786199,19999,20000,133040.31,110299.78,322,0,0,4
15701765,19985,19998,0.0,30114.32,930,0,0,2
15586974,19999,19996,0.0,98894.64,259,0,0,1
15729040,19999,19994,0.0,49826.68,260,0,0,4
15788676,19985,20000,71460.67,10074.05,750,0,0,3
15602497,19985,19994,133214.12,20769.88,681,0,0,5
15701333,19999,19994,96558.66,163427.19,493,0,0,3
15812071,19999,19994,93806.31,140068.77,306,0,0,2
15634375,19985,19996,0.0,83206.19,636,0,0,3
15738267,19999,20000,124043.8,111402.97,642,1,1,1
15786800,19997,19996,131694.97,92873.5,949,1,1,4
15591130,19985,20000,0.0,94780.9,284,0,0,2
15720662,19999,20000,106266.8,16607.15,511,0,0,5
15751531,19985,19994,0.0,161954.44,779,0,0,3
15653595,19999,19994,0.0,194733.28,804,0,0,1
15568360,19985,19996,139840.36,163524.7,970,0,0,3
15781210,19999,19994,0.0,48260.19,766,0,0,4
15668058,19997,19996,124098.54,86678.48,393,0,0,2
15597131,19999,19994,145807.6,3064.65,833,0,0,2
15697283,19985,20000,0.0,112124.98,240,0,0,3
15640953,19999,20000,107508.93,120801.65,720,0,0,4
15715031,19999,19998,0.0,52193.23,910,0,0,3
15589660,19997,20000,145980.23,56636.28,883,0,0,3
15769818,19999,19996,212778.2,69372.88,661,0,0,2
15782736,19997,19998,152522.47,164038.06,273,1,1,4
15614818,19985,19998,168964.77,118982.51,915,0,0,2
15794014,19999,20000,0.0,27472.07,257,0,0,2
15732448,19999,19998,0.0,36754.13,845,0,0,5
15723411,19985,19994,98266.3,46416.36,933,0,0,1
15797686,19999,19998,113000.92,152872.39,784,0,0,2
15605950,19997,19998,137060.88,165227.23,284,0,0,2
15812497,19997,19998,112146.12,75927.35,705,0,0,3
15690678,19999,19994,129307.32,172930.28,741,0,0,5
15747677,19985,19996,163975.1,36108.5,836,0,0,3
15618926,19985,19994,0.0,36202.74,357,0,0,1
15673908,19997,19998,158414.84,131886.45,807,0,0,5
15727944,19997,19996,92072.68,133992.36,340,0,0,3
15807294,19985,19994,88243.29,96658.26,875,0,0,1
15618581,19985,19996,0.0,135112.1,765,0,0,2
15584364,19999,19996,59486.31,163944.19,751,1,1,5
15599552,19985,20000,0.0,53843.71,522,0,0,2
15749177,19985,19996,0.0,122398.84,800,0,0,5
15718779,19999,19994,0.0,64804.04,885,0,0,1
15568106,19999,19998,119278.01,19370.73,619,0,0,3
15779481,19999,19994,158741.44,126192.54,983,0,0,3
15709994,19999,20000,140596.95,135459.02,411,1,1,2
15772777,19985,19998,0.0,94815.04,251,0,0,1
15706815,19997,19996,90432.92,188366.05,362,1,1,1
15618018,19999,19998,104783.81,178512.52,350,0,0,2
15671032,19997,19998,77992.97,97906.38,969,0,0,5
15634281,19997,19996,110822.9,72861.94,987,0,0,4
15766374,19997,19994,119624.6,195978.86,959,0,0,4
15600991,19997,20000,109052.59,19448.93,991,1,1,4
15777576,19985,20000,139129.44,32635.54,601,0,0,4
15742613,19997,19998,152324.66,171733.22,628,0,0,4
15649523,19999,19994,0.0,46176.22,950,0,0,2
15651063,19997,19996,127480.58,179634.69,512,0,0,2
15683124,19999,19994,115029.4,191521.31,338,1,1,2
15618314,19999,19994,114005.78,67998.45,324,0,0,3
15670823,19997,20000,116646.76,44731.8,658,1,1,2
15607133,19985,19994,110864.38,124532.9,845,1,1,1
15615012,19999,19998,156267.6,160968.44,871,0,0,2
15725141,19999,20000,109528.28,27341.63,771,1,1,1
15623560,19999,19996,102482.76,53994.64,421,0,0,3
