id_typecard,Card_Type
3224,PLATINUM
3226,GOLD
3228,PLATINUM
3230,PLATINUM
3232,SILVER
3234,PLATINUM
3236,SILVER
3238,PLATINUM
3240,GOLD
3242,PLATINUM
3244,GOLD
3246,DIAMOND
3248,SILVER
3250,GOLD
3252,SILVER
3254,SILVER
3256,GOLD
3258,SILVER
3260,SILVER
3262,SILVER
3264,SILVER
3266,GOLD
3268,GOLD
3270,SILVER
3272,GOLD
3274,PLATINUM
3276,SILVER
3278,DIAMOND
3280,GOLD
3282,SILVER
3284,GOLD
3286,PLATINUM
3288,SILVER
3290,PLATINUM
3292,SILVER
3294,DIAMOND
3296,PLATINUM
3298,GOLD
3300,GOLD
3302,PLATINUM
3304,DIAMOND
3306,SILVER
3308,DIAMOND
3310,SILVER
3312,SILVER
3314,SILVER
3316,PLATINUM
3318,PLATINUM
3320,DIAMOND
3322,SILVER
3324,PLATINUM
3326,DIAMOND
3328,SILVER
3330,SILVER
3332,DIAMOND
3334,PLATINUM
3336,DIAMOND
3338,SILVER
3340,PLATINUM
3342,SILVER
3344,DIAMOND
3346,SILVER
3348,PLATINUM
3350,DIAMOND
3352,PLATINUM
3354,PLATINUM
3356,PLATINUM
3358,SILVER
3360,PLATINUM
3362,GOLD
3364,SILVER
3366,GOLD
3368,SILVER
3370,DIAMOND
3372,DIAMOND
3374,GOLD
3376,DIAMOND
3378,SILVER
3380,SILVER
3382,PLATINUM
3384,GOLD
3386,DIAMOND
3388,DIAMOND
3390,GOLD
3392,DIAMOND
3394,DIAMOND
3396,PLATINUM
3398,PLATINUM
3400,SILVER
3402,GOLD
3404,DIAMOND
3406,SILVER
3408,GOLD
3410,DIAMOND
3412,GOLD
3414,SILVER
3416,DIAMOND
3418,PLATINUM
3420,PLATINUM
3422,GOLD
3424,DIAMOND
3426,GOLD
3428,GOLD
3430,PLATINUM
3432,GOLD
3434,GOLD
3436,DIAMOND
3438,SILVER
3440,PLATINUM
3442,SILVER
3444,PLATINUM
3446,SILVER
3448,GOLD
3450,DIAMOND
3452,GOLD
3454,DIAMOND
3456,PLATINUM
3458,DIAMOND
3460,GOLD
3462,DIAMOND
3464,GOLD
3466,DIAMOND
3468,PLATINUM
3470,DIAMOND
3472,DIAMOND
3474,DIAMOND
3476,PLATINUM
3478,SILVER
3480,DIAMOND
3482,GOLD
3484,GOLD
3486,SILVER
3488,PLATINUM
3490,DIAMOND
3492,PLATINUM
3494,PLATINUM
3496,GOLD
3498,GOLD
3500,SILVER
3502,SILVER
3504,DIAMOND
3506,SILVER
3508,SILVER
3510,GOLD
3512,DIAMOND
3514,SILVER
3516,SILVER
3518,SILVER
3520,GOLD
3522,SILVER
3524,GOLD
3526,PLATINUM
3528,PLATINUM
3530,SILVER
3532,DIAMOND
3534,SILVER
3536,GOLD
3538,DIAMOND
3540,SILVER
3542,PLATINUM
3544,SILVER
3546,SILVER
3548,GOLD
3550,PLATINUM
3552,SILVER
3554,SILVER
3556,SILVER
3558,DIAMOND
3560,SILVER
3562,SILVER
3564,SILVER
3566,DIAMOND
3568,GOLD
3570,GOLD
3572,DIAMOND
3574,GOLD
3576,GOLD
3578,GOLD
3580,SILVER
3582,DIAMOND
3584,SILVER
3586,DIAMOND
3588,DIAMOND
3590,SILVER
3592,PLATINUM
3594,GOLD
3596,SILVER
3598,GOLD
3600,DIAMOND
3602,SILVER
3604,DIAMOND
3606,SILVER
3608,DIAMOND
3610,PLATINUM
3612,SILVER
3614,GOLD
3616,GOLD
3618,PLATINUM
3620,DIAMOND
3622,PLATINUM
3624,DIAMOND
3626,GOLD
3628,SILVER
3630,GOLD
3632,GOLD
3634,DIAMOND
3636,SILVER
3638,PLATINUM
3640,DIAMOND
3642,DIAMOND
3644,PLATINUM
3646,GOLD
3648,GOLD
3650,SILVER
3652,GOLD
3654,GOLD
3656,GOLD
3658,GOLD
3660,GOLD
3662,SILVER
3664,DIAMOND
3666,GOLD
3668,SILVER
3670,SILVER
3672,GOLD
3674,PLATINUM
3676,GOLD
3678,GOLD
3680,PLATINUM
3682,DIAMOND
3684,GOLD
3686,PLATINUM
3688,PLATINUM
3690,SILVER
3692,SILVER
3694,DIAMOND
3696,GOLD
3698,GOLD
3700,PLATINUM
3702,PLATINUM
3704,SILVER
3706,SILVER
3708,DIAMOND
3710,DIAMOND
3712,GOLD
3714,PLATINUM
3716,GOLD
3718,DIAMOND
3720,SILVER
3722,DIAMOND
3724,PLATINUM
3726,PLATINUM
3728,PLATINUM
3730,DIAMOND
3732,SILVER
3734,DIAMOND
3736,GOLD
3738,PLATINUM
3740,DIAMOND
3742,GOLD
3744,SILVER
3746,PLATINUM
3748,DIAMOND
3750,DIAMOND
3752,GOLD
3754,GOLD
3756,SILVER
3758,SILVER
3760,SILVER
3762,PLATINUM
3764,GOLD
3766,DIAMOND
3768,PLATINUM
3770,SILVER
3772,SILVER
3774,DIAMOND
3776,SILVER
3778,DIAMOND
3780,SILVER
3782,GOLD
3784,SILVER
3786,DIAMOND
3788,GOLD
3790,GOLD
3792,DIAMOND
3794,DIAMOND
3796,PLATINUM
3798,SILVER
3800,DIAMOND
3802,PLATINUM
3804,GOLD
3806,SILVER
3808,SILVER
3810,PLATINUM
3812,GOLD
3814,SILVER
3816,GOLD
3818,DIAMOND
3820,SILVER
3822,SILVER
3824,GOLD
3826,SILVER
3828,DIAMOND
3830,SILVER
3832,SILVER
3834,DIAMOND
3836,SILVER
3838,SILVER
3840,DIAMOND
3842,PLATINUM
3844,GOLD
3846,GOLD
3848,PLATINUM
3850,PLATINUM
3852,SILVER
3854,SILVER
3856,SILVER
3858,GOLD
3860,PLATINUM
3862,DIAMOND
3864,PLATINUM
3866,PLATINUM
3868,DIAMOND
3870,PLATINUM
3872,PLATINUM
3874,DIAMOND
3876,GOLD
3878,PLATINUM
3880,SILVER
3882,SILVER
3884,GOLD
3886,DIAMOND
3888,DIAMOND
3890,DIAMOND
3892,SILVER
3894,DIAMOND
3896,DIAMOND
3898,PLATINUM
3900,SILVER
3902,GOLD
3904,DIAMOND
3906,PLATINUM
3908,PLATINUM
3910,PLATINUM
3912,PLATINUM
3914,GOLD
3916,GOLD
3918,GOLD
3920,SILVER
3922,DIAMOND
3924,GOLD
3926,SILVER
3928,SILVER
3930,PLATINUM
3932,SILVER
3934,GOLD
3936,SILVER
3938,PLATINUM
3940,SILVER
3942,SILVER
3944,SILVER
3946,PLATINUM
3948,PLATINUM
3950,DIAMOND
3952,GOLD
3954,PLATINUM
3956,GOLD
3958,PLATINUM
3960,SILVER
3962,PLATINUM
3964,DIAMOND
3966,DIAMOND
3968,DIAMOND
3970,GOLD
3972,DIAMOND
3974,DIAMOND
3976,PLATINUM
3978,GOLD
3980,SILVER
3982,SILVER
3984,DIAMOND
3986,SILVER
3988,GOLD
3990,GOLD
3992,SILVER
3994,SILVER
3996,DIAMOND
3998,SILVER
4000,SILVER
4002,DIAMOND
4004,SILVER
4006,DIAMOND
4008,GOLD
4010,PLATINUM
4012,DIAMOND
4014,PLATINUM
4016,GOLD
4018,DIAMOND
4020,GOLD
4022,SILVER
4024,DIAMOND
4026,SILVER
4028,DIAMOND
4030,GOLD
4032,PLATINUM
4034,DIAMOND
4036,DIAMOND
4038,GOLD
4040,PLATINUM
4042,DIAMOND
4044,GOLD
4046,GOLD
4048,GOLD
4050,SILVER
4052,GOLD
4054,DIAMOND
4056,DIAMOND
4058,PLATINUM
4060,DIAMOND
4062,GOLD
4064,SILVER
4066,DIAMOND
4068,GOLD
4070,GOLD
4072,DIAMOND
4074,GOLD
4076,SILVER
4078,DIAMOND
4080,SILVER
4082,PLATINUM
4084,SILVER
4086,DIAMOND
4088,DIAMOND
4090,SILVER
4092,SILVER
4094,SILVER
4096,SILVER
4098,GOLD
4100,DIAMOND
4102,PLATINUM
4104,PLATINUM
4106,PLATINUM
4108,SILVER
4110,DIAMOND
4112,DIAMOND
4114,SILVER
4116,DIAMOND
4118,GOLD
4120,GOLD
4122,PLATINUM
4124,GOLD
4126,PLATINUM
4128,DIAMOND
4130,SILVER
4132,PLATINUM
4134,DIAMOND
4136,GOLD
4138,PLATINUM
4140,GOLD
4142,PLATINUM
4144,GOLD
4146,GOLD
4148,DIAMOND
4150,DIAMOND
4152,GOLD
4154,DIAMOND
4156,GOLD
4158,SILVER
4160,SILVER
4162,GOLD
4164,DIAMOND
4166,GOLD
4168,GOLD
4170,SILVER
4172,GOLD
4174,PLATINUM
4176,PLATINUM
4178,PLATINUM
4180,DIAMOND
4182,PLATINUM
4184,PLATINUM
4186,SILVER
4188,DIAMOND
4190,PLATINUM
4192,DIAMOND
4194,PLATINUM
4196,SILVER
4198,PLATINUM
4200,PLATINUM
4202,SILVER
4204,DIAMOND
4206,DIAMOND
4208,SILVER
4210,DIAMOND
4212,SILVER
4214,DIAMOND
4216,GOLD
4218,PLATINUM
4220,SILVER
4222,DIAMOND
4224,SILVER
4226,DIAMOND
4228,PLATINUM
4230,DIAMOND
4232,PLATINUM
4234,SILVER
4236,DIAMOND
4238,PLATINUM
4240,PLATINUM
4242,SILVER
4244,PLATINUM
4246,GOLD
4248,SILVER
4250,PLATINUM
4252,DIAMOND
4254,SILVER
4256,GOLD
4258,PLATINUM
4260,PLATINUM
4262,GOLD
4264,DIAMOND
4266,PLATINUM
4268,GOLD
4270,GOLD
4272,SILVER
4274,PLATINUM
4276,SILVER
4278,SILVER
4280,SILVER
4282,DIAMOND
4284,DIAMOND
4286,SILVER
4288,SILVER
4290,SILVER
4292,DIAMOND
4294,DIAMOND
4296,PLATINUM
4298,DIAMOND
4300,GOLD
4302,DIAMOND
4304,DIAMOND
4306,GOLD
4308,SILVER
4310,DIAMOND
4312,DIAMOND
4314,DIAMOND
4316,PLATINUM
4318,PLATINUM
4320,SILVER
4322,GOLD
4324,GOLD
4326,DIAMOND
4328,SILVER
4330,GOLD
4332,PLATINUM
4334,GOLD
4336,GOLD
4338,PLATINUM
4340,PLATINUM
4342,SILVER
4344,DIAMOND
4346,DIAMOND
4348,DIAMOND
4350,DIAMOND
4352,PLATINUM
4354,GOLD
4356,DIAMOND
4358,SILVER
4360,SILVER
4362,GOLD
4364,PLATINUM
4366,GOLD
4368,SILVER
4370,PLATINUM
4372,PLATINUM
4374,SILVER
4376,PLATINUM
4378,GOLD
4380,GOLD
4382,PLATINUM
4384,PLATINUM
4386,GOLD
4388,GOLD
4390,SILVER
4392,DIAMOND
4394,PLATINUM
4396,SILVER
4398,SILVER
4400,DIAMOND
4402,PLATINUM
4404,GOLD
4406,GOLD
4408,SILVER
4410,PLATINUM
4412,GOLD
4414,PLATINUM
4416,PLATINUM
4418,PLATINUM
4420,PLATINUM
4422,DIAMOND
4424,GOLD
4426,SILVER
4428,GOLD
4430,DIAMOND
4432,SILVER
4434,PLATINUM
4436,DIAMOND
4438,PLATINUM
4440,PLATINUM
4442,DIAMOND
4444,SILVER
4446,DIAMOND
4448,DIAMOND
4450,DIAMOND
4452,DIAMOND
4454,GOLD
4456,DIAMOND
4458,GOLD
4460,DIAMOND
4462,SILVER
4464,PLATINUM
4466,GOLD
4468,PLATINUM
4470,GOLD
4472,SILVER
4474,PLATINUM
4476,DIAMOND
4478,PLATINUM
4480,SILVER
4482,SILVER
4484,PLATINUM
4486,SILVER
4488,DIAMOND
4490,PLATINUM
4492,SILVER
4494,DIAMOND
4496,SILVER
4498,PLATINUM
4500,DIAMOND
4502,PLATINUM
4504,DIAMOND
4506,DIAMOND
4508,SILVER
4510,PLATINUM
4512,DIAMOND
4514,DIAMOND
4516,GOLD
4518,PLATINUM
4520,DIAMOND
4522,DIAMOND
4524,PLATINUM
4526,DIAMOND
4528,PLATINUM
4530,DIAMOND
4532,DIAMOND
4534,SILVER
4536,SILVER
4538,GOLD
4540,DIAMOND
4542,DIAMOND
4544,SILVER
4546,DIAMOND
4548,GOLD
4550,GOLD
4552,PLATINUM
4554,DIAMOND
4556,PLATINUM
4558,PLATINUM
4560,SILVER
4562,GOLD
4564,SILVER
4566,GOLD
4568,SILVER
4570,SILVER
4572,GOLD
4574,GOLD
4576,SILVER
4578,DIAMOND
4580,DIAMOND
4582,GOLD
4584,GOLD
4586,PLATINUM
4588,SILVER
4590,GOLD
4592,DIAMOND
4594,GOLD
4596,DIAMOND
4598,DIAMOND
4600,DIAMOND
4602,GOLD
4604,DIAMOND
4606,PLATINUM
4608,PLATINUM
4610,SILVER
4612,GOLD
4614,PLATINUM
4616,DIAMOND
4618,GOLD
4620,DIAMOND
4622,PLATINUM
4624,GOLD
4626,DIAMOND
4628,PLATINUM
4630,DIAMOND
4632,PLATINUM
4634,DIAMOND
4636,SILVER
4638,SILVER
4640,SILVER
4642,GOLD
4644,GOLD
4646,SILVER
4648,PLATINUM
4650,SILVER
4652,PLATINUM
4654,DIAMOND
4656,PLATINUM
4658,SILVER
4660,GOLD
4662,SILVER
4664,PLATINUM
4666,GOLD
4668,PLATINUM
4670,SILVER
4672,PLATINUM
4674,GOLD
4676,DIAMOND
4678,SILVER
4680,SILVER
4682,SILVER
4684,PLATINUM
4686,SILVER
4688,DIAMOND
4690,PLATINUM
4692,PLATINUM
4694,SILVER
4696,PLATINUM
4698,DIAMOND
4700,PLATINUM
4702,PLATINUM
4704,SILVER
4706,DIAMOND
4708,SILVER
4710,PLATINUM
4712,PLATINUM
4714,SILVER
4716,SILVER
4718,PLATINUM
4720,PLATINUM
4722,PLATINUM
4724,DIAMOND
4726,GOLD
4728,PLATINUM
4730,PLATINUM
4732,PLATINUM
4734,GOLD
4736,PLATINUM
4738,PLATINUM
4740,DIAMOND
4742,GOLD
4744,SILVER
4746,GOLD
4748,SILVER
4750,PLATINUM
4752,DIAMOND
4754,SILVER
4756,GOLD
4758,SILVER
4760,PLATINUM
4762,DIAMOND
4764,GOLD
4766,GOLD
4768,PLATINUM
4770,DIAMOND
4772,GOLD
4774,GOLD
4776,GOLD
4778,SILVER
4780,SILVER
4782,GOLD
4784,SILVER
4786,PLATINUM
4788,SILVER
4790,SILVER
4792,SILVER
4794,PLATINUM
4796,SILVER
4798,SILVER
4800,PLATINUM
4802,DIAMOND
4804,PLATINUM
4806,DIAMOND
4808,PLATINUM
4810,DIAMOND
4812,PLATINUM
4814,GOLD
4816,PLATINUM
4818,SILVER
4820,SILVER
4822,DIAMOND
4824,DIAMOND
4826,GOLD
4828,DIAMOND
4830,DIAMOND
4832,DIAMOND
4834,PLATINUM
4836,PLATINUM
4838,PLATINUM
4840,GOLD
4842,SILVER
4844,GOLD
4846,DIAMOND
4848,SILVER
4850,PLATINUM
4852,SILVER
4854,GOLD
4856,DIAMOND
4858,GOLD
4860,SILVER
4862,DIAMOND
4864,PLATINUM
4866,PLATINUM
4868,DIAMOND
4870,PLATINUM
4872,SILVER
4874,SILVER
4876,GOLD
4878,GOLD
4880,GOLD
4882,SILVER
4884,DIAMOND
4886,DIAMOND
4888,DIAMOND
4890,PLATINUM
4892,SILVER
4894,PLATINUM
4896,SILVER
4898,SILVER
4900,DIAMOND
4902,GOLD
4904,PLATINUM
4906,GOLD
4908,DIAMOND
4910,DIAMOND
4912,DIAMOND
4914,DIAMOND
4916,PLATINUM
4918,PLATINUM
4920,GOLD
4922,PLATINUM
4924,PLATINUM
4926,DIAMOND
4928,SILVER
4930,GOLD
4932,GOLD
4934,DIAMOND
4936,PLATINUM
4938,PLATINUM
4940,PLATINUM
4942,GOLD
4944,SILVER
4946,SILVER
4948,SILVER
4950,GOLD
4952,DIAMOND
4954,GOLD
4956,SILVER
4958,SILVER
4960,SILVER
4962,DIAMOND
4964,GOLD
4966,PLATINUM
4968,SILVER
4970,DIAMOND
4972,DIAMOND
4974,GOLD
4976,SILVER
4978,GOLD
4980,DIAMOND
4982,PLATINUM
4984,GOLD
4986,SILVER
4988,PLATINUM
4990,PLATINUM
4992,SILVER
4994,GOLD
4996,GOLD
4998,GOLD
5000,GOLD
5002,DIAMOND
5004,SILVER
5006,SILVER
5008,GOLD
5010,SILVER
5012,PLATINUM
5014,DIAMOND
5016,PLATINUM
5018,GOLD
5020,GOLD
5022,PLATINUM
5024,GOLD
5026,DIAMOND
5028,SILVER
5030,GOLD
5032,GOLD
5034,SILVER
5036,PLATINUM
5038,PLATINUM
5040,PLATINUM
5042,DIAMOND
5044,SILVER
5046,DIAMOND
5048,DIAMOND
5050,GOLD
5052,DIAMOND
5054,GOLD
5056,SILVER
5058,SILVER
5060,GOLD
5062,DIAMOND
5064,GOLD
5066,DIAMOND
5068,DIAMOND
5070,GOLD
5072,SILVER
5074,PLATINUM
5076,DIAMOND
5078,PLATINUM
5080,PLATINUM
5082,SILVER
5084,PLATINUM
5086,DIAMOND
5088,SILVER
5090,GOLD
5092,PLATINUM
5094,SILVER
5096,PLATINUM
5098,SILVER
5100,PLATINUM
5102,SILVER
5104,PLATINUM
5106,PLATINUM
5108,GOLD
5110,SILVER
5112,DIAMOND
5114,DIAMOND
5116,DIAMOND
5118,GOLD
5120,SILVER
5122,GOLD
5124,GOLD
5126,PLATINUM
5128,DIAMOND
5130,SILVER
5132,PLATINUM
5134,SILVER
5136,PLATINUM
5138,PLATINUM
5140,DIAMOND
5142,SILVER
5144,GOLD
5146,DIAMOND
5148,GOLD
5150,GOLD
5152,DIAMOND
5154,DIAMOND
5156,PLATINUM
5158,SILVER
5160,DIAMOND
5162,DIAMOND
5164,DIAMOND
5166,SILVER
5168,SILVER
5170,SILVER
5172,GOLD
5174,PLATINUM
5176,PLATINUM
5178,SILVER
5180,DIAMOND
5182,GOLD
5184,PLATINUM
5186,DIAMOND
5188,SILVER
5190,SILVER
5192,GOLD
5194,GOLD
5196,PLATINUM
5198,DIAMOND
5200,GOLD
5202,SILVER
5204,PLATINUM
5206,GOLD
5208,GOLD
5210,SILVER
5212,SILVER
5214,DIAMOND
5216,DIAMOND
5218,SILVER
5220,DIAMOND
5222,PLATINUM
5224,GOLD
5226,SILVER
5228,DIAMOND
5230,SILVER
5232,GOLD
5234,SILVER
5236,DIAMOND
5238,GOLD
5240,PLATINUM
5242,DIAMOND
5244,PLATINUM
5246,SILVER
5248,PLATINUM
5250,PLATINUM
5252,GOLD
5254,DIAMOND
5256,DIAMOND
5258,GOLD
5260,SILVER
5262,DIAMOND
5264,GOLD
5266,DIAMOND
5268,DIAMOND
5270,PLATINUM
5272,PLATINUM
5274,GOLD
5276,GOLD
5278,DIAMOND
5280,GOLD
5282,SILVER
5284,DIAMOND
5286,SILVER
5288,GOLD
5290,SILVER
5292,DIAMOND
5294,DIAMOND
5296,GOLD
5298,PLATINUM
5300,PLATINUM
5302,SILVER
5304,SILVER
5306,PLATINUM
5308,GOLD
5310,PLATINUM
5312,GOLD
5314,SILVER
5316,SILVER
5318,SILVER
5320,GOLD
5322,GOLD
5324,SILVER
5326,SILVER
5328,SILVER
5330,GOLD
5332,GOLD
5334,DIAMOND
5336,GOLD
5338,SILVER
5340,PLATINUM
5342,GOLD
5344,PLATINUM
5346,DIAMOND
5348,DIAMOND
5350,DIAMOND
5352,PLATINUM
5354,DIAMOND
5356,SILVER
5358,SILVER
5360,PLATINUM
5362,SILVER
5364,GOLD
5366,GOLD
5368,PLATINUM
5370,PLATINUM
5372,DIAMOND
5374,DIAMOND
5376,GOLD
5378,DIAMOND
5380,DIAMOND
5382,GOLD
5384,DIAMOND
5386,SILVER
5388,GOLD
5390,PLATINUM
5392,SILVER
5394,DIAMOND
5396,PLATINUM
5398,PLATINUM
5400,DIAMOND
5402,PLATINUM
5404,DIAMOND
5406,GOLD
5408,PLATINUM
5410,PLATINUM
5412,PLATINUM
5414,PLATINUM
5416,PLATINUM
5418,DIAMOND
5420,GOLD
5422,GOLD
5424,GOLD
5426,SILVER
5428,PLATINUM
5430,GOLD
5432,DIAMOND
5434,PLATINUM
5436,GOLD
5438,SILVER
5440,PLATINUM
5442,DIAMOND
5444,DIAMOND
5446,SILVER
5448,SILVER
5450,GOLD
5452,PLATINUM
5454,PLATINUM
5456,GOLD
5458,SILVER
5460,SILVER
5462,GOLD
5464,DIAMOND
5466,PLATINUM
5468,PLATINUM
5470,GOLD
5472,DIAMOND
5474,SILVER
5476,GOLD
5478,DIAMOND
5480,SILVER
5482,DIAMOND
5484,DIAMOND
5486,PLATINUM
5488,DIAMOND
5490,PLATINUM
5492,DIAMOND
5494,PLATINUM
5496,PLATINUM
5498,GOLD
5500,DIAMOND
5502,SILVER
5504,PLATINUM
5506,GOLD
5508,SILVER
5510,SILVER
5512,GOLD
5514,SILVER
5516,DIAMOND
5518,DIAMOND
5520,SILVER
5522,GOLD
5524,GOLD
5526,GOLD
5528,DIAMOND
5530,GOLD
5532,SILVER
5534,SILVER
5536,GOLD
5538,GOLD
5540,PLATINUM
5542,DIAMOND
5544,DIAMOND
5546,PLATINUM
5548,DIAMOND
5550,PLATINUM
5552,PLATINUM
5554,PLATINUM
5556,DIAMOND
5558,GOLD
5560,GOLD
5562,GOLD
5564,GOLD
5566,GOLD
5568,SILVER
5570,GOLD
5572,SILVER
5574,DIAMOND
5576,GOLD
5578,GOLD
5580,DIAMOND
5582,DIAMOND
5584,DIAMOND
5586,GOLD
5588,SILVER
5590,SILVER
5592,DIAMOND
5594,SILVER
5596,SILVER
5598,PLATINUM
5600,SILVER
5602,PLATINUM
5604,SILVER
5606,PLATINUM
5608,SILVER
5610,DIAMOND
5612,PLATINUM
5614,GOLD
5616,PLATINUM
5618,SILVER
5620,SILVER
5622,DIAMOND
5624,GOLD
5626,SILVER
5628,PLATINUM
5630,SILVER
5632,GOLD
5634,PLATINUM
5636,GOLD
5638,PLATINUM
5640,PLATINUM
5642,GOLD
5644,PLATINUM
5646,PLATINUM
5648,DIAMOND
5650,GOLD
5652,SILVER
5654,SILVER
5656,GOLD
5658,GOLD
5660,PLATINUM
5662,GOLD
5664,GOLD
5666,SILVER
5668,PLATINUM
5670,GOLD
5672,DIAMOND
5674,SILVER
5676,DIAMOND
5678,DIAMOND
5680,PLATINUM
5682,GOLD
5684,PLATINUM
5686,SILVER
5688,PLATINUM
5690,GOLD
5692,SILVER
5694,PLATINUM
5696,DIAMOND
5698,GOLD
5700,PLATINUM
5702,DIAMOND
5704,PLATINUM
5706,DIAMOND
5708,SILVER
5710,GOLD
5712,GOLD
5714,GOLD
5716,GOLD
5718,DIAMOND
5720,DIAMOND
5722,GOLD
5724,DIAMOND
5726,PLATINUM
5728,DIAMOND
5730,DIAMOND
5732,GOLD
5734,PLATINUM
5736,DIAMOND
5738,PLATINUM
5740,SILVER
5742,GOLD
5744,SILVER
5746,GOLD
5748,SILVER
5750,GOLD
5752,DIAMOND
5754,PLATINUM
5756,PLATINUM
5758,DIAMOND
5760,DIAMOND
5762,GOLD
5764,DIAMOND
5766,PLATINUM
5768,PLATINUM
5770,SILVER
5772,SILVER
5774,DIAMOND
5776,DIAMOND
5778,PLATINUM
5780,GOLD
5782,GOLD
5784,GOLD
5786,SILVER
5788,GOLD
5790,DIAMOND
5792,DIAMOND
5794,PLATINUM
5796,GOLD
5798,DIAMOND
5800,PLATINUM
5802,PLATINUM
5804,GOLD
5806,PLATINUM
5808,GOLD
5810,GOLD
5812,PLATINUM
5814,DIAMOND
5816,GOLD
5818,SILVER
5820,GOLD
5822,PLATINUM
5824,SILVER
5826,SILVER
5828,SILVER
5830,SILVER
5832,GOLD
5834,GOLD
5836,DIAMOND
5838,GOLD
5840,SILVER
5842,PLATINUM
5844,GOLD
5846,GOLD
5848,GOLD
5850,PLATINUM
5852,GOLD
5854,SILVER
5856,DIAMOND
5858,DIAMOND
5860,DIAMOND
5862,DIAMOND
5864,PLATINUM
5866,GOLD
5868,GOLD
5870,SILVER
5872,SILVER
5874,SILVER
5876,DIAMOND
5878,GOLD
5880,GOLD
5882,DIAMOND
5884,SILVER
5886,SILVER
5888,DIAMOND
5890,PLATINUM
5892,GOLD
5894,GOLD
5896,SILVER
5898,SILVER
5900,PLATINUM
5902,DIAMOND
5904,DIAMOND
5906,SILVER
5908,GOLD
5910,DIAMOND
5912,SILVER
5914,SILVER
5916,GOLD
5918,DIAMOND
5920,SILVER
5922,PLATINUM
5924,GOLD
5926,GOLD
5928,SILVER
5930,DIAMOND
5932,PLATINUM
5934,DIAMOND
5936,GOLD
5938,PLATINUM
5940,DIAMOND
5942,SILVER
5944,PLATINUM
5946,GOLD
5948,DIAMOND
5950,PLATINUM
5952,SILVER
5954,GOLD
5956,PLATINUM
5958,DIAMOND
5960,SILVER
5962,GOLD
5964,PLATINUM
5966,PLATINUM
5968,DIAMOND
5970,DIAMOND
5972,PLATINUM
5974,PLATINUM
5976,SILVER
5978,DIAMOND
5980,SILVER
5982,SILVER
5984,DIAMOND
5986,DIAMOND
5988,DIAMOND
5990,DIAMOND
5992,PLATINUM
5994,PLATINUM
5996,DIAMOND
5998,PLATINUM
6000,PLATINUM
6002,DIAMOND
6004,DIAMOND
6006,GOLD
6008,GOLD
6010,PLATINUM
6012,GOLD
6014,DIAMOND
6016,SILVER
6018,GOLD
6020,SILVER
6022,GOLD
6024,DIAMOND
6026,GOLD
6028,PLATINUM
6030,GOLD
6032,GOLD
6034,SILVER
6036,SILVER
6038,DIAMOND
6040,GOLD
6042,PLATINUM
6044,GOLD
6046,DIAMOND
6048,GOLD
6050,DIAMOND
6052,SILVER
6054,SILVER
6056,SILVER
6058,SILVER
6060,PLATINUM
6062,DIAMOND
6064,PLATINUM
6066,PLATINUM
6068,GOLD
6070,SILVER
6072,SILVER
6074,GOLD
6076,PLATINUM
6078,PLATINUM
6080,DIAMOND
6082,GOLD
6084,GOLD
6086,DIAMOND
6088,DIAMOND
6090,PLATINUM
6092,PLATINUM
6094,SILVER
6096,DIAMOND
6098,GOLD
6100,GOLD
6102,PLATINUM
6104,SILVER
6106,SILVER
6108,PLATINUM
6110,GOLD
6112,DIAMOND
6114,GOLD
6116,GOLD
6118,GOLD
6120,PLATINUM
6122,SILVER
6124,SILVER
6126,SILVER
6128,SILVER
6130,GOLD
6132,GOLD
6134,PLATINUM
6136,GOLD
6138,GOLD
6140,SILVER
6142,DIAMOND
6144,GOLD
6146,SILVER
6148,GOLD
6150,DIAMOND
6152,GOLD
6154,GOLD
6156,SILVER
6158,DIAMOND
6160,PLATINUM
6162,GOLD
6164,PLATINUM
6166,SILVER
6168,SILVER
6170,SILVER
6172,SILVER
6174,SILVER
6176,DIAMOND
6178,GOLD
6180,GOLD
6182,PLATINUM
6184,SILVER
6186,DIAMOND
6188,GOLD
6190,DIAMOND
6192,DIAMOND
6194,DIAMOND
6196,GOLD
6198,PLATINUM
6200,PLATINUM
6202,GOLD
6204,DIAMOND
6206,SILVER
6208,SILVER
6210,GOLD
6212,PLATINUM
6214,DIAMOND
6216,SILVER
6218,SILVER
6220,DIAMOND
6222,PLATINUM
6224,DIAMOND
6226,DIAMOND
6228,PLATINUM
6230,DIAMOND
6232,DIAMOND
6234,GOLD
6236,GOLD
6238,GOLD
6240,DIAMOND
6242,SILVER
6244,PLATINUM
6246,PLATINUM
6248,PLATINUM
6250,DIAMOND
6252,PLATINUM
6254,DIAMOND
6256,GOLD
6258,PLATINUM
6260,SILVER
6262,PLATINUM
6264,PLATINUM
6266,PLATINUM
6268,DIAMOND
6270,GOLD
6272,PLATINUM
6274,DIAMOND
6276,PLATINUM
6278,DIAMOND
6280,SILVER
6282,DIAMOND
6284,SILVER
6286,DIAMOND
6288,DIAMOND
6290,PLATINUM
6292,DIAMOND
6294,GOLD
6296,SILVER
6298,DIAMOND
6300,DIAMOND
6302,SILVER
6304,DIAMOND
6306,GOLD
6308,DIAMOND
6310,PLATINUM
6312,GOLD
6314,SILVER
6316,DIAMOND
6318,GOLD
6320,SILVER
6322,SILVER
6324,DIAMOND
6326,SILVER
6328,DIAMOND
6330,PLATINUM
6332,SILVER
6334,GOLD
